  4941
   0.000000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.100000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.200000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.300000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.400000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.500000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.600000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.700000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.800000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.900000000E+00  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.100000000E+01  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.110000000E+01  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.120000000E+01  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.130000000E+01  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   0.140000000E+01  -0.150000000E+01   0.500000000E+00   0.500000000E-02   0.401500000E+00   0.200750000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
